market,volume_24h,num_trades,num_whales,whale_volume,whale_pct,mean_trade,median_trade,max_trade,total_traded
"Will the price of Ethereum be above $3,400 on Janu",73813.380661,74,8,7670.182312,34.620524445642175,299.39209178378377,215.72386799999998,2000.676012,22155.014791999998
Will Haiti win the 2026 FIFA World Cup?,61468.889000000025,71,8,11498.804301,23.909293377145225,677.3725496619718,866.63326,5050.1295,48093.451026
"Will the price of Ethereum be above $3,100 on Janu",19391.89926,78,8,7516.16888,33.532082453525405,287.3699825256411,218.07630949999998,1083.341269,22414.858637
Will the highest temperature in London be 7°C on J,13043.859125,9,8,15989.21478,99.10641448319467,1792.5978144444443,999.0,3796.2,16133.38033
"Will the price of Ethereum be between $2,800 and $",11284.786,12,8,6719.706566999999,85.23661522175236,656.96595975,799.984215,1148.85,7883.591517
Will Meta (META) close at >$690 on the final day o,10733.391000000001,9,8,9585.795608999999,95.31850729849748,1117.3993710000002,1160.669169,1316.8298519999998,10056.594339
Will the price of XRP be above $1.90 on January 16,10124.328027,26,8,10827.540396,74.69386619644348,557.5342161153845,223.20277750000002,2999.999397,14495.889619
Will Opendoor (OPEN) finish week of January 12 abo,10115.978000000001,13,8,9395.559036,91.69598111328288,788.1864632307692,1124.549325,1369.03959,10246.424022
"Will Bitcoin dip to $55,000 in January?",10112.434386,21,8,12765.259406,75.70992530349598,802.8927423809523,362.579987,2426.909696,16860.74759
Will Opendoor (OPEN) finish week of January 12 abo,9965.149000000001,11,8,9465.683841,86.57740160495833,993.9276264545452,1111.539348,1354.479165,10933.203891
Will the price of XRP be between $2.10 and $2.20 o,8394.384637,10,8,10929.491524000001,95.75789439023285,1141.3671524,939.3999995,2511.6,11413.671524
Will Opendoor (OPEN) close at $10-$11 on the final,8392.892,9,8,7969.294728,95.90497207705991,923.286012,1052.7791670000001,1164.409425,8309.574108
Will Tesla (TSLA) finish week of January 12 above ,7686.828,8,8,7678.619442,100.0,959.82743025,991.579428,1002.649347,7678.619442
Will the highest temperature in London be 9°C on J,7428.455066000001,14,8,10424.89318,89.94041117096543,827.9206392857146,753.98302,1998.0,11590.88895
"Ethereum Up or Down - January 16, 12:00PM-4:00PM E",7205.0,20,8,7200.0,85.61236623067776,420.5,101.5,1350.0,8410.0
Will Donald Trump announce a new nominee for Chair,6424.844471,16,8,6236.69327,82.87306835179184,470.34982187500003,295.65109,1303.7286900000001,7525.5971500000005
SpaceX IPO closing market cap above $1T?,6135.929675999996,24,8,5540.5154,65.41782753592852,352.8928077083333,208.04999750000002,1016.4,8469.427384999999
Will Sarah Knafo win the Paris mayor election?,93857.53729999997,57,7,23272.950699999998,49.730354801674096,821.0224566666666,443.90808000000004,8028.34252,46798.28003
Will the New York Knicks win the 2026 NBA Finals?,84471.605402,70,7,5190.051399999999,34.372796556886136,215.70427447142856,124.925,1913.58,15099.299213
Khamenei out as Supreme Leader of Iran by February,76648.89261400001,69,7,13005.00388,32.819685178307374,574.2843542753624,390.0,2400.0,39625.620445
Will María Corina Machado enter Venezuela by Janua,67770.5154569999,67,7,16974.1992,42.519294600605924,595.8383343283582,395.16,5831.8302,39921.1684
Will the price of XRP be above $2.40 on January 16,17526.013332,17,7,16029.26469,76.23670219084228,1236.8031352941175,602.35704,4499.56593,21025.653299999998
"Will Bitcoin dip to $40,000 in January?",63174.715000000004,62,7,8114.35696,30.77648616961127,425.24908282258053,348.1051015,2707.29,26365.443135
Will the Chicago Bulls win the 2026 NBA Finals?,60698.08600000001,68,7,4098.260629,26.612800773311697,226.46447164705884,149.65484049999998,1008.98394,15399.584072
Will the Rams win the NFC Championship?,19999.392377,66,7,3854.199,21.62733778805058,270.01453030303026,273.59999999999997,1281.8526,17820.959
"US forces in Venezuela again by January 31, 2026?",15632.716507,25,7,20227.173000000003,80.87029898729638,1000.474748,374.511,5580.0,25011.868700000003
Will XRP reach $2.60 in January?,16092.061220999998,20,7,6306.9133,75.07879572575195,420.01961,163.7868,968.4296,8400.3922
Maduro mugshot released by January 16?,15554.662535000001,12,7,11566.202518999999,88.10912461025136,1093.9278016666667,836.718059,3996.0,13127.133619999999
"Will ""28 Years Later: Bone Temple"" Opening Weekend",15451.101233999998,44,7,7542.55984,44.26020504516985,387.3046100227273,216.01102,1637.45167,17041.402841
Will Apple (AAPL) finish week of January 12 above ,6566.006,10,7,6439.370183999999,91.78706378383666,701.5553084000001,892.629477,1001.419578,7015.553084
Will any presidential candidate win outright in th,15239.776662,14,7,13397.051809,87.06492985912281,1099.101869857143,728.0751795,3980.0,15387.426178
Zama FDV above $4B one day after launch?,14522.775754,28,7,11466.73683,67.28209520258342,608.6705744285713,317.609979,2398.2925,17042.776084
"Will Ethereum reach $3,800 January 12-18?",12193.501853,24,7,10309.72609,69.24756350170836,620.342288875,359.28,2018.9762999999998,14888.214933
Khamenei out as Supreme Leader of Iran by January ,3579348.5479899915,65,7,34422.118887000004,56.68304363885363,934.2671561076924,240.0,9565.111111,60727.365147000004
Will John Harbaugh join the New York Giants prior ,10951.589045,11,7,9655.72109,94.32697352826919,930.5851693636363,798.7597,3297.8088,10236.436863
Will the price of Solana be between $130 and $140 ,10623.461553,8,7,10313.683519999999,98.59671747400878,1307.5591896249998,1218.9999994999998,2157.6713999999997,10460.473516999999
Will the price of Solana be between $130 and $140 ,10074.779906,8,7,9645.424731,96.69187018198353,1246.928091375,1229.8,2680.0,9975.424731
Will PNC Financial Services (PNC) beat quarterly e,8515.097824,19,7,5938.4696300000005,72.60244015113867,430.4965955789474,254.77497,1328.40027,8179.435316
Will Meta (META) close at $680-$690 on the final d,8422.469,7,7,7714.494864,100.0,1102.0706948571428,1264.869864,1303.695,7714.494864
Will Meta (META) finish week of January 12 above $,8335.733,8,7,8129.957904,98.2181781623907,1034.680908375,1224.821952,1301.697,8277.447267
Ducks vs. Kings: O/U 6.5,8078.709587000001,10,7,7012.106400000001,88.58725434212454,791.548,875.6,1467.5024,7915.4800000000005
Will Ukraine agree to cede territory to Russia bef,7842.649667000001,12,7,6785.420796,88.8149803209806,636.6625663333333,513.1837499999999,1999.999998,7639.950796
"Will the price of Ethereum be above $3,100 on Janu",7205.578582,9,7,6829.532188,93.81828446893441,808.8369064444445,525.1,3034.9,7279.532158
Sharks vs. Red Wings: O/U 6.5,6721.471631,7,7,6446.999999,100.0,920.9999998571428,1035.5,1278.9999990000001,6446.999999
Will Opendoor (OPEN) finish week of January 12 abo,6579.776008,12,7,5893.592763,83.2207013621785,590.15692275,387.61999950000006,1301.629227,7081.883073
"Will the price of Bitcoin be less than $82,000 on ",11178.949,63,7,1568.436993,17.79061894647144,139.93793785714286,127.229643,285.949764,8816.090085
Tesla (TSLA) Up or Down on January 16?,66.627195,7,7,1539.4351100000001,100.0,219.9193014285714,179.82,499.7993,1539.4351100000001
Colorado State Rams vs. Boise State Broncos: O/U 1,62.215685,7,7,4995.0,100.0,713.5714285714286,886.419,1258.851,4995.0
Will Khamenei leave Iran by Jan 31?,93943.79341200001,70,7,9218.15593,32.09259148599097,410.3375133,230.289998,2022.02,28723.625931
Will Matt Gaetz win the 2028 Republican presidenti,225165.89656100003,64,7,13470.676602999998,32.93198430598079,639.13343321875,595.459865,4497.999927999999,40904.539725999995
Will João Cotrim Figueiredo win the 2026 Portugal ,227459.73606000002,62,7,14055.235678,48.13289962879021,470.98211699999996,206.204997,4281.355472,29200.891254
Will Kim Kardashian win the 2028 Democratic presid,212993.47257,65,7,32025.90831,38.38722810421632,1283.5161745846156,496.71846000000005,4863.38631,83428.551348
Spread: Arkansas State Red Wolves (-4.5),649990.5232769998,66,7,576473.9303,89.12285658313523,9800.464015924243,252.245,216571.3267,646830.625051
"Israel strikes Iran by January 23, 2026?",99219.554433,55,7,11522.034091,46.335971726240146,452.1142454181818,221.70999899999998,2874.0081999999998,24866.283498
Will the US acquire part of Greenland in 2026?,127857.40180299999,70,7,42785.8582,52.09278789540581,1173.3419738285718,413.59000000000003,13194.689400000001,82133.93816800001
Cavaliers vs. 76ers,111752.30745299999,68,7,27106.319398,65.41933306940682,609.3341606911765,146.4,10816.518600000001,41434.722927
Will Villarreal win the 2025–26 Champions League?,111599.08300000001,63,7,15590.208958,32.61580786950005,758.7229948253969,866.63326,4197.999798,47799.548674
Will the New England Patriots win Super Bowl 2026?,96728.04931500001,67,7,9556.114765,27.875321820419153,511.66612353731347,403.9149,2017.808,34281.630277000004
Will Elon Musk post <40 tweets from January 15 to ,102652.64032100001,63,7,43213.792743000005,71.19834482615128,963.4117475873015,181.36845000000002,14423.68035,60694.940098
Will Michelle Obama win the 2028 US Presidential E,200624.883706,70,7,14002.197864,27.433725482204547,729.1441265857143,811.281,3499.999863,51040.088861
Will the Charlotte Hornets win the 2026 NBA Finals,261392.59499999997,62,7,10203.95404,48.44853140043222,339.7005009516128,154.34550000000002,3229.689078,21061.431059
Will André Ventura win the 2026 Portugal president,507415.7235279999,70,7,78901.66225,72.83173423593465,1547.6311465,325.6596215,32792.57092,108334.180255
Will Trump nominate Michelle Bowman as the next Fe,108552.37949199996,62,7,9381.63911,33.71369948026571,448.8287021935484,360.985,2138.3848500000004,27827.379536
Will the Iranian regime fall by January 31?,726224.7204080002,70,7,22173.37974,53.796557929738775,588.8156787428572,206.47806500000002,8824.678240000001,41217.097512
Will Bernie Sanders win the 2028 Democratic presid,65366.954989999984,55,6,21310.199868,49.57499890585037,781.5596328181817,280.30654999999996,5011.139678,42985.779805
"Will Bitcoin reach $110,000 in January?",111081.83115000001,54,6,20951.693395000002,54.051403323286564,717.824697,281.06,4156.79086,38762.533638
Iran Strike on Israel by January 15?,98611.550322,56,6,57004.76495,70.80823407098202,1437.6043190535713,363.091545,26471.0078,80505.841867
U.S. recognizes Machado as leader of Venezuela by ,98144.05707800001,54,6,17853.043,39.25982306628266,842.1125761296296,467.01295,5258.043000000001,45474.079111
"Will Bitcoin reach $120,000 in January?",89578.79485399999,52,6,22304.090006,56.31636973569402,761.6343344230768,226.708735,6343.40113,39604.98539
Will Byron Donalds win the 2028 Republican preside,89449.41774999998,52,6,7833.862022,24.190124150286948,622.7797418269231,808.4375,2741.4197820000004,32384.546575
"Israel strikes Iran by March 31, 2026?",85613.41742499998,55,6,7607.5152,43.902281184668766,315.0598430181818,164.0,2128.3513,17328.291365999998
Will João Cotrim de Figueiredo qualify for the sec,79294.139341,54,6,40173.682696,48.52745947012908,1533.0641560185186,369.16734800000006,10356.809998,82785.464425
"Will the U.S. invade Venezuela by January 31, 2026",77362.46799899997,51,6,23677.479059999998,47.07987595082869,986.120472745098,392.8,8482.9094,50292.14411
Will Baidu have the best AI model at the end of Ja,76380.36814300001,59,6,4548.09783,29.25011147371299,263.54225681355933,234.949815,992.012,15548.993152000001
Will the Buffalo Bills win Super Bowl 2026?,69922.51458399998,48,6,8993.534000000001,46.680502109978136,401.3780555,224.7271,2800.0000000000005,19266.146664
Will Tom Brady win the 2028 Republican presidentia,68608.152,53,6,7761.9807,19.51364612894491,750.5130772075472,835.8,1452.98472,39777.193092
Will Osasuna win the 2025–26 La Liga?,67633.306,51,6,10135.260161,29.259189743841326,679.2074323725491,514.469,3189.999807,34639.579051
Opensea FDV above $500M one day after launch?,15868.323156999999,21,6,12588.34228,78.95110679486669,759.2608828571427,205.27101,3237.5,15944.47854
Will Manchester City FC win on 2026-01-17?,131142.6640009999,55,6,22374.02,54.63513868232612,744.5764272727273,237.0,5393.77,40951.7035
Spread: Paris Saint-Germain FC (-1.5),113347.43068400002,55,6,5051.800999,28.439243506679606,322.9724701818182,260.0,1200.0,17763.48586
Texans vs. Patriots,116068.78730500002,54,6,10057.551852,41.929326018127234,444.20213227777776,295.06005000000005,2914.2666000000004,23986.915143000002
Will the Memphis Grizzlies win the 2026 NBA Finals,137400.39724100006,53,6,2956.2488799999996,23.27211965777912,239.678557754717,211.722,607.56,12702.963561
Spread: Towson Tigers (-2.5),409505.73241999996,59,6,348395.2036,85.76331482843494,6885.232296186441,539.56,97658.4784,406228.705475
Will Stephen Smith win the 2028 US Presidential El,264617.481708,58,6,25010.740965,37.50940219774318,1149.6308833103446,846.08176,4995.989969,66678.591232
Will Jordan win the 2026 FIFA World Cup?,277510.648,52,6,4653.5891,32.47411957966474,275.5797516153846,215.39711,1699.9233399999998,14330.147084
"Will the price of Bitcoin be above $100,000 on Jan",219003.93933399997,56,6,17238.291259,43.54276773393884,706.9523726785714,323.119578,3273.28344,39589.33287
Fogo FDV above $300M one day after launch?,212041.23882799994,56,6,8091.39445,37.332915598972875,387.02893757142857,198.729998,2326.96,21673.620504
Will Tim Walz win the 2028 US Presidential Electio,205599.04179800002,58,6,10800.211600999999,22.27111688662205,836.1077973448275,833.06146,3153.969905,48494.252246000004
Will Trump nominate Judy Shelton as the next Fed c,202718.477604,56,6,12334.915122,40.71297357678273,541.0224852499999,356.76,3849.9855549999997,30297.259174
Will Trump nominate Scott Bessent as the next Fed ,200298.154322,53,6,7160.672308,31.79590024015486,424.9196395094339,354.96,1516.00239,22520.740894
Will Luís Marques Mendes win the 2026 Portugal pre,190645.198944,57,6,59452.7065,76.11893615379395,1370.2634210350877,265.714285,17171.557500000003,78105.014999
Will Elon Musk post 520-539 tweets from January 9 ,163550.6442429997,47,6,9985.349394,40.56530003112309,523.7339358085106,228.8924,2199.999999,24615.494983
Will Trump nominate Rick Rieder as the next Fed ch,236587.89392100004,27,6,3479.0762400000003,40.586848190008084,317.47889107407406,281.1,668.0762400000001,8571.930059
Mobile Legends Bang Bang: CFU Gaming vs Team Zone ,172.866772,6,6,1012.72626,100.0,168.78770999999998,164.91492,254.6451,1012.72626
Will Amy Madigan win Best Supporting Actress at th,12220.46,7,6,10200.0,98.70917775986536,1476.1979485714287,742.0999999999999,2877.9,10333.38564
Will the price of Solana be above $170 on January ,14005.473822,6,6,9681.845683,100.0,1613.6409471666666,1188.81,4010.99499,9681.845683
MegaETH market cap (FDV) >$1B one day after launch,12325.438051,23,6,10175.791996,71.43022628169277,619.3816847391304,267.9792,2981.4099979999996,14245.778749
Will Jesus Christ return before 2027?,14081.745130000007,29,6,7612.362799999999,57.872224059774155,453.57729589655173,243.5,1334.8003199999998,13153.741580999998
Delcy Rodríguez out as leader of Venezuela by Janu,15027.884050999997,12,6,17750.6198,90.30139960512297,1638.0901327499998,691.7943154999999,8933.32177,19657.081593
Will Pam Bondi be the first to leave the Trump Cab,15663.61014,19,6,10300.0,86.15971285942304,629.1864784210526,141.24496,2660.85,11954.543090000001
Will the U.S. collect between $1t and $2t in reven,14058.001,6,6,5772.584,100.0,962.0973333333333,954.168,996.0,5772.584
Will Polymarket mindshare hit 90%?,15946.496162,29,6,8492.385496,56.10409947903443,521.9598601379311,314.34000000000003,2999.999988,15136.835944
Will Yoon Suk Yeol be sentenced to at least 30 yea,17138.704979,49,6,5044.99115,32.82964802061982,313.61592118367344,219.744,1224.25284,15367.180138
Will Claudia López win the 2026 Colombian presiden,17523.238133000003,12,6,5705.088,84.25840645929603,564.2451833333333,632.642,987.036,6770.9421999999995
Spread: Florida Atlantic Owls (-3.5),359480.021994,57,6,323844.711199,90.25911468637605,6294.639805771931,343.0005,165201.4025,358794.468929
Will Andy Beshear win the 2028 US Presidential Ele,19156.135789,18,6,8396.463296,80.54630213717803,579.1329592222223,161.098635,1719.999998,10424.393266
"Will Ethereum reach $3,600 in January?",59892.36922000004,58,6,10363.647974,38.658656152673466,462.20847681034485,256.4997495,2880.0,26808.091655
Will the Portland Trail Blazers win the 2026 NBA F,64024.91765700001,60,6,7673.527576999999,43.75249525061642,292.30818848333337,149.65484049999998,5015.589717999999,17538.491309
Will the price of XRP be above $2.10 on January 16,12050.823313,14,6,11436.0,78.86914722631732,1035.7118994999998,546.0,2479.4,14499.966593000001
Will Laura Virginia Fernández Delgado win the 2026,8961.707753,12,6,9707.066,86.13216912730371,939.1638163333333,596.1160000000001,3623.581,11269.965796
Will NVIDIA (NVDA) finish week of January 12 above,11517.764000000001,22,6,6200.137556,50.65744298019773,556.3337148181818,517.766715,1255.659983,12239.341726
Will Vicky Dávila win the 2026 Colombian president,10719.256332,10,6,5002.946,83.74778864448079,597.38246,818.537,852.435,5973.8246
Will the highest temperature in London be 8°C on J,10421.516119000002,12,6,10378.364247,90.4880469782538,955.7767198333332,741.1158,3649.999347,11469.320638
"Will the price of Ethereum be above $3,000 on Janu",99338.32868599998,51,6,12571.411,27.435573265524066,898.4621991176471,1064.934,4990.0,45821.572155
Will the price of XRP be between $2.00 and $2.10 o,10189.054781000003,7,6,9380.0,98.46735250892294,1360.857142857143,1262.8,2221.7999999999997,9526.0
"Will Bitcoin dip to $65,000 in January?",9963.00654,24,6,5674.150949999999,54.06520524098829,437.292257,331.332747,2405.31411,10495.014168
Will Amazon (AMZN) close at $265-$270 on the final,9947.774,7,6,8828.946216,97.74380808035228,1290.3917451428572,1061.519418,3730.999266,9032.742216
Will Leverkusen win the 2025–26 Champions League?,9939.506108,22,6,4532.631583,49.55525576461311,415.755514,328.866705,1230.0098930000001,9146.621308
Will the price of Solana be between $150 and $160 ,9923.79,15,6,8275.26,77.99606459775134,707.3228666666666,459.84999999999997,2833.6,10609.843
"Russia x Ukraine ceasefire by June 30, 2026?",9802.794076,9,6,11029.345511,94.43425742486382,1297.7100344444443,519.4936610000001,4107.0,11679.39031
"Will the price of Ethereum be above $3,200 on Janu",9717.064913,6,6,9813.150856,100.0,1635.5251426666666,1168.5714285,2880.0,9813.150856
Will Donald Trump win the Nobel Peace Prize in 202,9663.286807,20,6,5002.506951,65.5703595788783,381.46099725,207.504,1003.8461530000001,7629.219945
"Will the price of Bitcoin be above $84,000 on Janu",9602.142004000001,10,6,8911.679423,89.73626001875051,993.0968173999997,799.399996,4179.979787,9930.968174
Will Xi Jinping be the next leader out before 2027,9589.725,9,6,5269.4400000000005,92.6485183688499,631.9511025555555,823.35,948.1,5687.559923
Celonis IPO before 2027?,9200.0,6,6,9200.0,100.0,1533.3333333333333,1513.75,2208.0,9200.0
Will Netflix (NFLX) finish week of January 12 abov,8892.903,6,6,8845.403697,100.0,1474.2339494999999,953.9346105,4099.896,8845.403697
"Will Melania say ""AI Companies"" during AI talk on ",152.466638,6,6,5098.066096,100.0,849.6776826666668,542.038199,2997.0,5098.066096
Will the highest temperature in New York City be 2,10391.796,7,6,8986.005,94.73906444962338,1355.0007142857144,999.0,2997.0,9485.005
Will Friedrich Merz be the next leader out before ,7982.098999999999,9,6,5387.204,92.7957285394447,645.0493267777779,886.224,915.166,5805.443941
Bank of Japan increases interest rates by 25 bps a,18140.407857000002,43,6,4662.521049,39.42856213450246,275.0055193488372,173.51999999999998,1998.7136999999998,11825.237331999999
Will Reza Pahlavi enter Iran by June 30?,7845.109837,18,6,3566.6104,61.0297838263308,324.66938238888883,223.45,776.2016,5844.048883
Will the price of Solana be above $160 on January ,7742.751143,17,6,9024.423877,82.26100539271877,645.3221192941176,249.99975,3046.12,10970.476028
"Bitcoin Up or Down - January 16, 4:00AM-8:00AM ET",7269.547168,16,6,3593.3064999999997,62.80950474356709,357.55998581250003,298.9038455,1049.1408,5720.959773
Will Frank Donovan be the leader of Venezuela end ,7108.187,7,6,5107.921235,94.12482747197141,775.2503278571429,934.05814,1070.7192089999999,5426.752295
Will Monero hit $1000 in 2026?,6896.83051,24,6,3628.890698,54.150080338077764,279.230941375,200.0918495,849.5299990000001,6701.542593
Will Netflix (NFLX) finish week of January 12 abov,6673.787,6,6,7850.311683,100.0,1308.3852805,935.948891,3731.265,7850.311683
Will Iran close the Strait of Hormuz before 2027?,6666.580182,20,6,5999.0784,72.99122654246065,410.9451700000001,193.29825000000002,2598.9408,8218.9034
Seeker FDV above $800M one day after launch?,6169.367283,16,6,2410.189523,55.725321438591926,270.3202804375,235.649997,474.84285700000004,4325.124487
Will Lori Chavez-DeRemer be the first to leave the,6102.553814,16,6,3396.2039999999997,64.93892092681318,326.865225,190.2725,898.64,5229.8436
Will the price of Solana be between $140 and $150 ,213.0,6,6,5251.0,100.0,875.1666666666666,854.78,1776.7499999999998,5251.0
"Bitcoin Up or Down - January 16, 7PM ET",205.0,6,6,2338.90396,100.0,389.8173266666667,440.0306805,648.709999,2338.90396
Will 1 Fed rate cut happen in 2026?,8283.643338000002,19,6,8303.623598,74.73058876509103,584.8111572105264,210.819989,3204.0736,11111.411987
Will Tottenham Hotspur FC win on 2026-01-17?,8955.059826,17,6,7148.3237,72.03758349400641,583.7086823529411,349.99709999999993,2280.0,9923.0476
US strike on Colombia by January 31?,6820.253965999999,11,5,16115.022240000002,92.6143754708783,1581.8300500000005,305.091,11615.008080000001,17400.13055
"Will Israel strike Gaza on January 15, 2026?",116402.43425999997,48,5,27405.7548,49.961021606646916,1142.7973380833334,550.9005099999999,10002.38544,54854.272228
"US strikes Iran by January 17, 2026?",638169.5985960009,41,5,16256.656035,57.470266399459604,689.9286023414635,246.689976,6519.289786,28287.072696
Will Mistral have the best AI model at the end of ,454492.0349999999,5,5,4995.0,100.0,999.0,999.0,999.0,4995.0
California Baptist Lancers vs. Abilene Christian W,403664.245171,47,5,351323.095,87.57960028530196,8535.046339255317,835.2627,156302.565,401147.177945
No change in Fed interest rates after January 2026,1899620.644458004,47,5,28973.60964,53.34868786925306,1155.529412617021,499.99999099999997,10003.00482,54309.882393
Fogo FDV above $500M one day after launch?,203250.8954009998,44,5,9198.304798,37.83418334487239,552.5489472500002,351.72765,2835.2208,24312.153679
Will Tulsi Gabbard win the 2028 US Presidential El,194800.906136,43,5,16375.019271,41.2291957115224,923.6522689302327,829.312,4994.179872,39717.047564
Will LeBron James win the 2028 US Presidential Ele,175738.97881899995,49,5,22552.994698000002,30.550106780849003,1506.5911265714287,831.3498999999999,4993.209928,73822.965202
"Will the US not strike Iran by January 31, 2026?",171973.08688899988,48,5,3574.018499,26.11685626808186,285.0983210416667,210.87054999999998,954.0246,13684.71941
Will Phil Murphy win the 2028 Democratic president,145760.576866,41,5,21312.412042,62.04313383938009,837.8282908780488,287.8127,7596.999921,34350.959925999996
"Will the US next strike Iran on January 16, 2026 (",132655.88794499997,49,5,51992.124374,80.67286242966404,1315.2672792040814,243.75,38940.9566,64448.096680999995
Will Vivek Ramaswamy win the 2028 Republican presi,116475.60763799999,49,5,5207.3009999999995,15.572324013265396,682.437951387755,955.9934999999999,1046.7170999999998,33439.459618
Pelicans vs. Pacers,380299.1032350008,43,5,49538.600699,78.45572638976941,1468.4211521395348,241.999999,31130.6007,63142.109542
Will Chelsea Clinton win the 2028 Democratic presi,68214.71365899999,41,5,17566.898998,40.04452960882308,1069.9612540243902,813.234,3639.0599700000002,43868.411415
Will John Thune win the 2028 Republican presidenti,70646.93425,50,5,11474.448465,32.700224149368985,701.7963187399998,755.2348499999999,3499.999776,35089.815937
Will Wolves win the 2025–26 English Premier League,70980.157,41,5,20519.37038,48.587212487498846,1030.0497243414634,499.9995,5040.149805,42232.038698
Will Uzbekistan win the 2026 FIFA World Cup?,76068.478,47,5,5632.659667999999,32.83730430457458,364.9624269148937,271.18654000000004,2029.9999679999999,17153.234065
Will Elon Musk post 280-299 tweets from January 13,76562.43134999998,47,5,15251.597136,42.46182309258681,764.220759,451.97757,5226.41835,35918.375673
Will Kristi Noem win the 2028 Republican president,76767.78667399999,49,5,11877.470956,30.641727954713154,791.0695075918368,827.84,5017.439889,38762.405872
Will the Boston Celtics win the 2026 NBA Finals?,78079.3197630001,49,5,2060.86386,18.702686684716436,224.87916753061222,182.06447999999997,481.584,11019.079209
Will Glenn Youngkin win the 2028 US Presidential E,81817.747982,43,5,5291.515926,20.787343136301757,591.9876777906976,577.22992,1180.6199960000001,25455.470145
Football.Fun FDV above $100M one day after launch?,82424.78996999998,49,5,4573.820599000001,36.48156084757168,255.86426502040817,163.46229899999997,1388.9599990000002,12537.348986
Will New Zealand win the 2026 FIFA World Cup?,84808.64300000001,48,5,13819.274638,47.73458864617283,603.1298543125,291.85585,4987.079928,28950.233007
"Will France, UK or Germany strike Iran by January ",88620.03387,48,5,12496.951945,50.03190116867478,520.3743200625,286.4214,4081.8186800000003,24977.967363
Will the Atlanta Hawks win the 2026 NBA Finals?,93261.43519499997,49,5,2250.60864,20.385718832051673,225.3086533265306,192.448,605.73,11040.124013
Will Ajax win the 2025–26 Champions League?,108807.74199999998,44,5,18010.368711,52.634681841157935,777.6746192727273,273.339375,3918.999078,34217.683248
Clippers vs. Raptors,105929.394669,49,5,19456.521735,64.50402068304099,615.5769329387755,155.454545,6808.695651999999,30163.269714
"Will Bitcoin reach $100,000 January 12-18?",112998.70984199995,47,5,28440.25,68.28445926236283,886.1631309148937,300.0,8999.5,41649.667153
Will Betis win the 2025–26 La Liga?,65039.942,34,5,2587.9164610000003,24.498897765778533,310.68822261764706,289.13058,528.999471,10563.399569
Will Fernando Haddad win the 2026 Brazilian presid,14822.071154,10,5,5120.8602200000005,80.30629264008479,637.666122,695.3,1201.87354,6376.66122
Will Tim Walz resign by January 31?,61927.38146800001,43,5,30429.029187,61.62392437987295,1148.3394617906974,441.9,9884.50116,49378.596857
Will the Dallas Mavericks win the 2026 NBA Finals?,61740.909316000005,47,5,2117.382545,22.377374981475114,201.32250759574472,149.7,608.17,9462.157857
Will Oprah Winfrey win the 2028 Democratic preside,60673.53665699996,43,5,34894.052554,69.65884276558536,1164.948428744186,261.16116,12585.03768,50092.782436
"Will the US next strike Iran on January 14, 2026 (",541695.0128980001,49,5,32407.969589999997,63.63747071996243,1039.3045591020407,356.62302,9990.0,50925.923396
Insurrection Act invoked by January 31?,19688.576376000008,47,5,5377.8337,36.85436998520738,310.47062712765967,207.06,2270.2347999999997,14592.119475
Nothing Ever Happens: January,18551.863405000004,50,5,6143.8842159999995,32.306404460800024,380.35085108,199.6999995,1478.6888,19017.542554
Will Club Brugge win the 2025–26 Champions League?,18454.105,33,5,19915.907267000002,72.726581109457,829.8373610000001,285.42429,12999.999987000001,27384.632913
"Will the price of Bitcoin be between $86,000 and $",18244.821999999996,16,5,9488.198519,69.67302829041402,851.1362603125001,546.777675,3946.0498500000003,13618.180165
Will Alaves win the 2025–26 La Liga?,17912.935999999994,38,5,7256.858498,42.27933802659415,451.68625949999984,289.781929,2250.639108,17164.077860999998
Will the price of XRP be between $1.90 and $2.00 o,17626.59272,45,5,1210.3709039999999,14.102094913784796,190.73145773333331,222.09530600000002,250.375882,8582.915598
Will Arsenal win the 2025–26 English Premier Leagu,17353.684547999994,39,5,5837.782496,45.127966544472706,331.6939408717949,159.6,1500.0,12936.063694
Seeker FDV above $1B one day after launch?,15846.163779,45,5,3407.015792,33.00635421522819,229.38450442222225,144.47828,1199.999992,10322.302699
Will Espanyol win the 2025–26 La Liga?,15788.477000000003,26,5,8607.667672,55.146964471163926,600.3306698846153,359.5262295,2119.9998779999996,15608.597416999999
"Israel strikes Iran by June 30, 2026?",15413.400140000002,41,5,3913.1847,37.519830993789824,254.38155434146344,169.79600000000002,999.2994,10429.643728
Will Atalanta win the 2025–26 Champions League?,15224.186347,32,5,9486.554164,51.584843548642425,574.6936449375,343.762944,2744.699948,18390.196638
Will the price of XRP be between $1.90 and $2.00 o,7427.846466000001,5,5,7080.0,100.0,1416.0,800.0,2464.0,7080.0
Will State Street (STT) beat quarterly earnings?,7820.618517999999,18,5,5436.792096,72.88288591922736,414.42377250000004,154.935,1467.8508000000002,7459.627905
Spread: Tarleton State Texans (-4.5),8230.104073999999,8,5,7178.4935,94.19898541623596,952.5704374999999,515.99825,3938.9669999999996,7620.563499999999
Will Logan Paul’s PSA 10 Pokémon Illustrator Sale ,8441.836937,10,5,8168.42,89.56998835079821,911.9594799999999,369.7156,5343.4888,9119.5948
Will the price of Solana be between $150 and $160 ,8687.979150999998,29,5,5055.30392,50.25226424742151,346.8914832758621,225.371428,2969.12,10059.853015
